v1,v2,v3,v4,v5,v6,v7
0.170,0.155,0.090,0.755,0.060,0.020,0.020,0.085,0.050
0.050,0.060,0.020,0.015,0.000,0.000,0.375,0.135,0.000
0.795,0.540,0.055,0.000,0.000,0.015,0.060,0.005,0.100
0.895,0.895,0.235,0.065,0.000,0.180,0.070,0.110,0.165
0.240,0.215,1.000,0.000,0.005,0.045,0.030,0.035,0.010
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.180,0.205,0.150,0.120,0.885,0.070,0.120,0.190,0.005
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.105,0.045,0.910,0.025,0.005,0.015,0.020,0.015,0.000
0.125,0.155,0.800,0.030,0.005,0.090,0.020,0.075,0.010
0.170,0.155,0.090,0.755,0.060,0.020,0.020,0.085,0.050
0.160,0.220,0.110,0.795,0.120,0.055,0.120,0.090,0.005
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.130,0.135,0.750,0.040,0.005,0.030,0.150,0.075,0.005
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.035,0.050,0.025,0.020,0.000,0.010,0.275,0.235,0.005
0.170,0.130,0.715,0.025,0.010,0.000,0.035,0.025,0.010
0.150,0.125,0.720,0.035,0.015,0.000,0.030,0.060,0.005
0.240,0.215,1.000,0.000,0.005,0.045,0.030,0.035,0.010
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.145,0.195,1.000,0.000,0.010,0.050,0.020,0.020,0.000
0.025,0.040,0.020,0.015,0.000,0.000,0.335,0.095,0.000
0.165,0.130,0.935,0.480,0.280,0.045,0.075,0.100,0.025
0.125,0.065,0.035,0.045,0.705,0.020,0.075,0.095,0.015
0.205,0.205,0.105,0.845,0.125,0.050,0.155,0.100,0.015
0.060,0.070,0.030,0.030,0.000,0.000,0.355,0.095,0.020
0.025,0.060,0.005,0.025,0.000,0.000,0.325,0.140,0.000
0.190,0.080,0.980,0.010,0.000,0.010,0.025,0.025,0.045
0.150,0.085,0.990,0.005,0.010,0.040,0.035,0.010,0.005
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.135,0.140,0.750,0.040,0.005,0.035,0.150,0.075,0.005
0.800,0.655,0.105,0.000,0.000,0.055,0.110,0.075,0.150
0.170,0.105,0.990,0.005,0.010,0.035,0.035,0.010,0.025
0.765,0.580,0.100,0.020,0.005,0.060,0.075,0.030,0.085
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.060,0.120,0.790,0.025,0.010,0.020,0.025,0.040,0.025
0.120,0.180,1.000,0.000,0.005,0.055,0.055,0.030,0.005
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.100,0.095,0.695,0.025,0.005,0.025,0.055,0.025,0.000
0.110,0.125,0.945,0.020,0.005,0.020,0.015,0.020,0.010
0.215,0.205,0.115,0.820,0.135,0.050,0.120,0.110,0.015
0.135,0.145,0.680,0.025,0.000,0.010,0.085,0.045,0.020
0.095,0.085,0.715,0.030,0.000,0.025,0.130,0.070,0.005
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.155,0.085,0.980,0.005,0.010,0.035,0.035,0.010,0.010
0.125,0.090,0.080,0.850,0.090,0.035,0.135,0.075,0.005
0.150,0.185,0.995,0.000,0.000,0.055,0.030,0.030,0.005
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.050,0.145,0.985,0.000,0.000,0.050,0.050,0.020,0.000
0.160,0.225,0.125,0.815,0.135,0.055,0.090,0.090,0.015
0.135,0.160,0.845,0.040,0.005,0.030,0.165,0.085,0.005
0.045,0.065,0.020,0.015,0.000,0.005,0.340,0.125,0.000
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.155,0.150,0.785,0.025,0.010,0.015,0.035,0.070,0.005
0.145,0.195,1.000,0.000,0.010,0.050,0.020,0.020,0.000
0.100,0.090,0.745,0.030,0.005,0.090,0.020,0.045,0.005
0.100,0.095,0.695,0.025,0.005,0.025,0.055,0.025,0.000
0.140,0.185,0.145,0.130,0.825,0.070,0.100,0.150,0.015
0.110,0.050,0.030,0.015,0.640,0.020,0.075,0.095,0.015
0.025,0.040,0.020,0.015,0.000,0.000,0.335,0.095,0.000
0.175,0.110,0.990,0.005,0.010,0.035,0.035,0.010,0.025
0.110,0.050,0.030,0.015,0.640,0.020,0.075,0.095,0.015
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.115,0.050,0.035,0.015,0.680,0.020,0.075,0.095,0.010
0.760,0.455,0.035,0.000,0.000,0.015,0.050,0.000,0.100
0.105,0.045,0.910,0.025,0.005,0.015,0.020,0.015,0.000
0.110,0.050,0.030,0.015,0.640,0.020,0.075,0.095,0.015
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.170,0.130,0.715,0.025,0.010,0.000,0.035,0.025,0.010
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.165,0.125,0.995,0.000,0.000,0.030,0.035,0.005,0.010
0.220,0.210,0.175,0.785,0.175,0.000,0.040,0.040,0.095
0.245,0.220,1.000,0.000,0.000,0.055,0.035,0.040,0.030
0.045,0.065,0.020,0.015,0.000,0.000,0.355,0.105,0.000
0.035,0.040,0.020,0.015,0.000,0.000,0.355,0.110,0.000
0.835,0.655,0.105,0.000,0.000,0.050,0.120,0.075,0.155
0.190,0.200,0.110,0.800,0.115,0.050,0.115,0.095,0.005
0.045,0.075,0.030,0.030,0.000,0.000,0.330,0.075,0.020
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.115,0.050,0.035,0.015,0.680,0.020,0.075,0.095,0.010
0.160,0.220,0.110,0.795,0.120,0.055,0.120,0.090,0.005
0.145,0.105,0.765,0.030,0.005,0.090,0.025,0.065,0.005
0.165,0.060,0.975,0.000,0.000,0.015,0.015,0.020,0.020
0.785,0.500,0.045,0.000,0.000,0.025,0.060,0.010,0.110
0.100,0.165,0.990,0.000,0.005,0.055,0.040,0.020,0.000
0.190,0.100,0.980,0.000,0.000,0.010,0.025,0.025,0.055
0.235,0.215,1.000,0.000,0.005,0.050,0.035,0.035,0.010
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.045,0.060,0.020,0.015,0.000,0.000,0.335,0.110,0.000
0.100,0.095,0.695,0.025,0.005,0.025,0.055,0.025,0.000
0.240,0.215,1.000,0.000,0.005,0.065,0.045,0.045,0.020
0.245,0.205,0.995,0.000,0.005,0.060,0.030,0.030,0.015
0.100,0.165,0.995,0.000,0.005,0.065,0.020,0.020,0.000
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.195,0.200,0.105,0.805,0.130,0.055,0.155,0.105,0.010
0.105,0.050,0.900,0.025,0.005,0.015,0.020,0.020,0.000
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.170,0.155,0.090,0.760,0.060,0.020,0.020,0.085,0.050
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.240,0.215,1.000,0.000,0.005,0.045,0.030,0.035,0.010
0.095,0.085,0.735,0.025,0.010,0.035,0.045,0.015,0.000
0.220,0.200,0.105,0.805,0.140,0.050,0.155,0.110,0.015
0.225,0.150,0.980,0.000,0.005,0.015,0.010,0.020,0.020
0.115,0.085,0.755,0.035,0.005,0.055,0.010,0.030,0.010
0.105,0.045,0.910,0.025,0.005,0.015,0.020,0.015,0.000
0.135,0.110,0.725,0.030,0.010,0.015,0.035,0.055,0.005
0.195,0.075,0.970,0.010,0.010,0.015,0.010,0.020,0.010
0.220,0.200,0.105,0.805,0.140,0.050,0.155,0.110,0.015
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.150,0.070,0.050,0.040,0.650,0.025,0.060,0.120,0.025
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.215,0.200,0.110,0.810,0.145,0.050,0.145,0.125,0.005
0.225,0.165,0.975,0.000,0.000,0.010,0.010,0.030,0.030
0.160,0.225,0.120,0.810,0.120,0.050,0.085,0.095,0.015
0.235,0.215,1.000,0.000,0.005,0.050,0.035,0.035,0.010
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.105,0.135,0.680,0.025,0.005,0.005,0.065,0.035,0.000
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.245,0.225,1.000,0.000,0.005,0.050,0.040,0.040,0.020
0.045,0.070,0.025,0.015,0.000,0.000,0.360,0.110,0.000
0.815,0.550,0.055,0.000,0.000,0.020,0.065,0.005,0.120
0.045,0.065,0.020,0.015,0.000,0.005,0.340,0.125,0.000
0.085,0.155,0.800,0.025,0.010,0.030,0.035,0.045,0.010
0.805,0.550,0.035,0.000,0.000,0.035,0.020,0.010,0.095
0.135,0.160,0.845,0.040,0.005,0.030,0.165,0.085,0.005
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.110,0.125,0.945,0.020,0.005,0.020,0.015,0.020,0.010
0.100,0.145,0.830,0.040,0.005,0.030,0.150,0.080,0.005
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.100,0.145,0.830,0.040,0.005,0.030,0.150,0.080,0.005
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.245,0.205,0.995,0.000,0.005,0.055,0.025,0.030,0.010
0.100,0.170,0.995,0.000,0.005,0.055,0.045,0.025,0.000
0.025,0.040,0.020,0.015,0.000,0.000,0.335,0.095,0.000
0.190,0.200,0.110,0.800,0.115,0.050,0.115,0.095,0.005
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.795,0.540,0.055,0.000,0.000,0.015,0.060,0.005,0.100
0.240,0.215,1.000,0.000,0.005,0.045,0.030,0.035,0.010
0.140,0.195,0.995,0.000,0.010,0.065,0.025,0.025,0.000
0.190,0.200,0.110,0.800,0.115,0.050,0.115,0.095,0.005
0.190,0.085,0.975,0.000,0.000,0.010,0.020,0.025,0.045
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.235,0.215,1.000,0.000,0.005,0.050,0.035,0.035,0.010
0.125,0.090,0.080,0.850,0.090,0.035,0.135,0.075,0.005
0.100,0.095,0.695,0.025,0.005,0.025,0.055,0.025,0.000
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.130,0.105,0.690,0.020,0.005,0.020,0.065,0.020,0.000
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.105,0.045,0.910,0.025,0.005,0.015,0.020,0.015,0.000
0.250,0.215,0.995,0.000,0.005,0.065,0.030,0.030,0.020
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.165,0.220,0.115,0.800,0.145,0.055,0.125,0.090,0.015
0.045,0.060,0.020,0.015,0.000,0.000,0.335,0.110,0.000
0.100,0.165,0.995,0.000,0.005,0.065,0.020,0.020,0.000
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.100,0.145,0.830,0.040,0.005,0.030,0.150,0.080,0.005
0.100,0.045,0.030,0.010,0.590,0.020,0.075,0.085,0.005
0.045,0.075,0.030,0.030,0.000,0.000,0.330,0.075,0.020
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.130,0.135,0.750,0.040,0.005,0.030,0.150,0.075,0.005
0.135,0.095,0.690,0.030,0.020,0.000,0.040,0.015,0.010
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.815,0.550,0.055,0.000,0.000,0.020,0.065,0.005,0.120
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.835,0.550,0.055,0.000,0.000,0.015,0.060,0.005,0.115
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.010,0.055,0.020,0.020,0.000,0.010,0.285,0.235,0.005
0.170,0.155,0.090,0.755,0.060,0.020,0.020,0.085,0.050
0.815,0.550,0.055,0.000,0.000,0.020,0.065,0.005,0.120
0.130,0.100,0.995,0.000,0.000,0.030,0.040,0.000,0.000
0.245,0.205,0.995,0.000,0.005,0.055,0.025,0.030,0.010
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.045,0.065,0.020,0.015,0.000,0.000,0.355,0.105,0.000
0.240,0.215,1.000,0.000,0.005,0.045,0.030,0.035,0.010
0.245,0.225,1.000,0.000,0.005,0.050,0.040,0.040,0.020
0.135,0.140,0.750,0.040,0.005,0.035,0.150,0.075,0.005
0.095,0.110,0.690,0.025,0.010,0.020,0.040,0.015,0.005
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.190,0.200,0.110,0.800,0.115,0.050,0.115,0.095,0.005
0.035,0.050,0.025,0.020,0.000,0.010,0.275,0.235,0.005
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.155,0.150,0.785,0.025,0.010,0.015,0.035,0.070,0.005
0.085,0.155,0.800,0.025,0.010,0.030,0.035,0.045,0.010
0.205,0.080,0.985,0.010,0.005,0.010,0.005,0.020,0.025
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.105,0.045,0.910,0.025,0.005,0.015,0.020,0.015,0.000
0.760,0.455,0.035,0.000,0.000,0.015,0.055,0.000,0.100
0.100,0.145,0.830,0.040,0.005,0.030,0.150,0.080,0.005
0.150,0.210,1.000,0.000,0.005,0.075,0.050,0.035,0.005
0.115,0.080,0.075,0.835,0.085,0.035,0.115,0.060,0.005
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.165,0.240,0.120,0.815,0.120,0.050,0.085,0.095,0.015
0.150,0.080,0.770,0.005,0.005,0.020,0.155,0.155,0.005
0.115,0.080,0.075,0.835,0.085,0.035,0.115,0.060,0.005
0.895,0.860,0.195,0.065,0.000,0.175,0.070,0.100,0.145
0.095,0.075,0.955,0.025,0.005,0.020,0.015,0.020,0.000
0.080,0.155,0.995,0.000,0.000,0.055,0.050,0.025,0.000
0.150,0.185,0.995,0.000,0.000,0.055,0.030,0.030,0.005
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.235,0.215,1.000,0.000,0.005,0.050,0.035,0.035,0.010
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.170,0.130,0.715,0.025,0.010,0.000,0.035,0.025,0.010
0.085,0.175,0.010,0.125,0.760,0.040,0.070,0.065,0.015
0.170,0.155,0.090,0.755,0.060,0.020,0.020,0.085,0.050
0.230,0.145,0.190,0.825,0.195,0.000,0.035,0.060,0.085
0.135,0.140,0.750,0.040,0.005,0.035,0.150,0.075,0.005
0.235,0.215,1.000,0.000,0.005,0.050,0.035,0.035,0.010
0.230,0.145,0.190,0.825,0.195,0.000,0.035,0.060,0.085
0.225,0.170,0.765,0.025,0.015,0.015,0.030,0.045,0.035
0.170,0.195,0.775,0.350,0.235,0.125,0.060,0.075,0.085
0.145,0.195,0.995,0.000,0.010,0.055,0.020,0.020,0.000
0.170,0.210,0.110,0.840,0.095,0.050,0.140,0.120,0.005
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.245,0.225,1.000,0.000,0.005,0.050,0.040,0.040,0.020
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.025,0.040,0.020,0.015,0.000,0.000,0.335,0.095,0.000
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.175,0.120,0.090,0.840,0.110,0.040,0.135,0.080,0.005
0.195,0.190,0.110,0.800,0.110,0.050,0.145,0.085,0.005
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.110,0.050,0.030,0.015,0.640,0.020,0.075,0.095,0.015
0.025,0.040,0.020,0.015,0.000,0.000,0.335,0.095,0.000
0.170,0.155,0.090,0.755,0.060,0.020,0.020,0.085,0.050
0.170,0.155,0.090,0.755,0.060,0.020,0.020,0.085,0.050
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.100,0.045,0.030,0.010,0.590,0.020,0.075,0.085,0.005
0.765,0.520,0.035,0.000,0.000,0.025,0.060,0.005,0.070
0.110,0.050,0.030,0.015,0.640,0.020,0.075,0.095,0.015
0.795,0.540,0.055,0.000,0.000,0.015,0.060,0.005,0.100
0.035,0.050,0.025,0.020,0.000,0.010,0.275,0.235,0.005
0.155,0.200,1.000,0.000,0.010,0.060,0.030,0.030,0.005
0.155,0.185,0.995,0.000,0.000,0.055,0.030,0.035,0.000
0.025,0.045,0.020,0.015,0.000,0.005,0.340,0.105,0.000
0.110,0.125,0.945,0.015,0.005,0.025,0.035,0.070,0.005
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.220,0.200,0.105,0.805,0.140,0.050,0.155,0.110,0.015
0.815,0.550,0.055,0.000,0.000,0.020,0.065,0.005,0.120
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.045,0.060,0.020,0.015,0.000,0.000,0.335,0.110,0.000
0.180,0.055,0.060,0.060,0.625,0.030,0.115,0.120,0.025
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.205,0.080,0.985,0.010,0.005,0.010,0.005,0.020,0.025
0.240,0.220,0.985,0.000,0.000,0.060,0.035,0.040,0.020
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.155,0.200,0.765,0.025,0.005,0.040,0.190,0.105,0.010
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.160,0.225,0.125,0.815,0.135,0.055,0.090,0.090,0.015
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.130,0.120,0.670,0.025,0.015,0.000,0.040,0.025,0.005
0.205,0.205,0.095,0.800,0.180,0.050,0.270,0.170,0.015
0.765,0.485,0.040,0.000,0.000,0.020,0.045,0.000,0.100
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.085,0.155,0.800,0.025,0.010,0.030,0.035,0.045,0.010
0.045,0.075,0.030,0.030,0.000,0.000,0.330,0.075,0.020
0.210,0.200,0.100,0.840,0.115,0.050,0.205,0.090,0.005
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.145,0.195,1.000,0.000,0.010,0.050,0.020,0.020,0.000
0.045,0.065,0.020,0.015,0.000,0.005,0.340,0.125,0.000
0.190,0.205,0.150,0.120,0.880,0.075,0.125,0.185,0.010
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.200,0.205,0.105,0.840,0.110,0.050,0.175,0.090,0.005
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.100,0.095,0.695,0.025,0.005,0.025,0.055,0.025,0.000
0.185,0.085,0.975,0.000,0.000,0.010,0.000,0.020,0.030
0.765,0.660,0.100,0.000,0.000,0.055,0.115,0.080,0.145
0.130,0.155,0.845,0.040,0.005,0.025,0.165,0.095,0.010
0.135,0.105,0.765,0.030,0.005,0.090,0.020,0.055,0.005
0.155,0.185,0.995,0.000,0.000,0.055,0.030,0.035,0.000
0.195,0.195,0.100,0.800,0.120,0.050,0.145,0.095,0.005
0.115,0.165,0.840,0.025,0.005,0.035,0.030,0.050,0.000
0.025,0.050,0.020,0.015,0.000,0.000,0.350,0.090,0.000
0.100,0.095,0.695,0.025,0.005,0.025,0.055,0.025,0.000
0.100,0.165,0.995,0.000,0.005,0.065,0.020,0.020,0.000
0.110,0.050,0.030,0.015,0.640,0.020,0.075,0.095,0.015
